year,venue_id,wall_theta,wall_distance,venue
2025,2392,-10,391.7,Daikin Park
2025,2392,-9,395.5,Daikin Park
2025,2392,-8,399.6,Daikin Park
2025,2392,-7,403.9,Daikin Park
2025,2392,-6,408.2,Daikin Park
2025,2392,-5,410.9,Daikin Park
2025,2392,-4,410.6,Daikin Park
2025,2392,-3,410.1,Daikin Park
2025,2392,-2,409.8,Daikin Park
2025,2392,-1,409.6,Daikin Park
2025,2392,0,409.5,Daikin Park
2025,2392,1,409.5,Daikin Park
2025,2392,2,409.7,Daikin Park
2025,2392,3,410,Daikin Park
2025,2392,4,410.4,Daikin Park
2025,2392,5,410.9,Daikin Park
2025,2392,6,411.6,Daikin Park
2025,2392,7,412.4,Daikin Park
2025,2392,8,413.3,Daikin Park
2025,2392,9,414.3,Daikin Park
2025,2392,10,412.5,Daikin Park
2025,2392,11,410.1,Daikin Park
2025,2392,12,404.9,Daikin Park
2025,2392,13,401.9,Daikin Park
2025,2392,14,396.5,Daikin Park
2025,2392,15,391.4,Daikin Park
2025,2392,16,386.6,Daikin Park
2025,2392,17,381.9,Daikin Park
2025,2392,18,377.6,Daikin Park
2025,2392,19,373.4,Daikin Park
2025,2392,20,369.5,Daikin Park
2025,2392,21,369.5,Daikin Park
2025,2392,22,370.5,Daikin Park
2025,2392,23,367.3,Daikin Park
2025,2392,24,364,Daikin Park
2025,2392,25,360.8,Daikin Park
2025,2392,26,357.8,Daikin Park
2025,2392,27,354.9,Daikin Park
2025,2392,28,352.2,Daikin Park
2025,2392,29,349.7,Daikin Park
2025,2392,30,347.3,Daikin Park
2025,2392,31,345,Daikin Park
2025,2392,32,342.8,Daikin Park
2025,2392,33,340.8,Daikin Park
2025,2392,34,338.9,Daikin Park
2025,2392,35,337.2,Daikin Park
2025,2392,36,335.5,Daikin Park
2025,2392,37,334,Daikin Park
2025,2392,38,332.6,Daikin Park
2025,2392,39,331.3,Daikin Park
2025,2392,40,330.1,Daikin Park
2025,2392,41,329,Daikin Park
2025,2392,42,328,Daikin Park
2025,2392,43,327.2,Daikin Park
2025,2392,44,326.4,Daikin Park
2025,2392,45,325.7,Daikin Park
2025,2394,-45,341.6,Comerica Park
2025,2394,-44,341.9,Comerica Park
2025,2394,-43,342,Comerica Park
2025,2394,-42,342.2,Comerica Park
2025,2394,-41,342.6,Comerica Park
2025,2394,-40,343,Comerica Park
2025,2394,-39,343.6,Comerica Park
2025,2394,-38,344.2,Comerica Park
2025,2394,-37,345,Comerica Park
2025,2394,-36,345.9,Comerica Park
2025,2394,-35,346.9,Comerica Park
2025,2394,-34,347.9,Comerica Park
2025,2394,-33,349.2,Comerica Park
2025,2394,-32,350.5,Comerica Park
2025,2394,-31,351.9,Comerica Park
2025,2394,-30,353.5,Comerica Park
2025,2394,-29,355.2,Comerica Park
2025,2394,-28,357,Comerica Park
2025,2394,-27,358.9,Comerica Park
2025,2394,-26,361,Comerica Park
2025,2394,-25,363.2,Comerica Park
2025,2394,-24,365.6,Comerica Park
2025,2394,-23,368,Comerica Park
2025,2394,-22,370.7,Comerica Park
2025,2394,-21,373.5,Comerica Park
2025,2394,-20,376.4,Comerica Park
2025,2394,-19,379.5,Comerica Park
2025,2394,-18,382.8,Comerica Park
2025,2394,-17,386.3,Comerica Park
2025,2394,-16,389.9,Comerica Park
2025,2394,-15,393.7,Comerica Park
2025,2394,-14,397.8,Comerica Park
2025,2394,-13,402,Comerica Park
2025,2394,-12,406.5,Comerica Park
2025,2394,-11,411.1,Comerica Park
2025,2394,-10,416.1,Comerica Park
2025,2394,-9,421.2,Comerica Park
2025,2394,-8,424.8,Comerica Park
2025,2394,-7,424.1,Comerica Park
2025,2394,-6,423.4,Comerica Park
2025,2394,-5,422.9,Comerica Park
2025,2394,-4,422.4,Comerica Park
2025,2394,-3,422.1,Comerica Park
2025,2394,-2,421.9,Comerica Park
2025,2394,-1,421.9,Comerica Park
2025,2394,0,421.9,Comerica Park
2025,2394,1,422.1,Comerica Park
2025,2394,2,422.5,Comerica Park
2025,2394,3,422.9,Comerica Park
2025,2394,4,423.5,Comerica Park
2025,2394,5,424.3,Comerica Park
2025,2394,6,425.1,Comerica Park
2025,2394,7,426.1,Comerica Park
2025,2394,8,427.2,Comerica Park
2025,2394,9,428.4,Comerica Park
2025,2394,10,427.5,Comerica Park
2025,2394,11,422.6,Comerica Park
2025,2394,12,417.7,Comerica Park
2025,2394,13,413.2,Comerica Park
2025,2394,14,408.8,Comerica Park
2025,2394,15,404.7,Comerica Park
2025,2394,16,400.7,Comerica Park
2025,2394,17,397,Comerica Park
2025,2394,18,393.4,Comerica Park
2025,2394,19,390,Comerica Park
2025,2394,20,386.8,Comerica Park
2025,2394,21,379.5,Comerica Park
2025,2394,22,369.8,Comerica Park
2025,2394,23,363.5,Comerica Park
2025,2394,24,360.8,Comerica Park
2025,2394,25,358.5,Comerica Park
2025,2394,26,356.3,Comerica Park
2025,2394,27,354.2,Comerica Park
2025,2394,28,352.3,Comerica Park
2025,2394,29,350.5,Comerica Park
2025,2394,30,348.8,Comerica Park
2025,2394,31,347.2,Comerica Park
2025,2394,32,345.7,Comerica Park
2025,2394,33,344.4,Comerica Park
2025,2394,34,343.2,Comerica Park
2025,2394,35,342.1,Comerica Park
2025,2394,36,341.1,Comerica Park
2025,2394,37,340.2,Comerica Park
2025,2394,38,339.4,Comerica Park
2025,2394,39,339.1,Comerica Park
2025,2394,40,338.4,Comerica Park
2025,2394,41,337.9,Comerica Park
2025,2394,42,337.4,Comerica Park
2025,2394,43,336.8,Comerica Park
2025,2394,44,333.9,Comerica Park
2025,2394,45,328.3,Comerica Park
2025,2395,-45,339.8,Oracle Park
2025,2395,-44,342.1,Oracle Park
2025,2395,-43,344.6,Oracle Park
2025,2395,-42,347.3,Oracle Park
2025,2395,-41,348.9,Oracle Park
2025,2395,-40,348.9,Oracle Park
2025,2395,-39,349,Oracle Park
2025,2395,-38,349.2,Oracle Park
2025,2395,-37,349.5,Oracle Park
2025,2395,-36,349.8,Oracle Park
2025,2395,-35,350.3,Oracle Park
2025,2395,-34,350.9,Oracle Park
2025,2395,-33,351.6,Oracle Park
2025,2395,-32,352.5,Oracle Park
2025,2395,-31,353.4,Oracle Park
2025,2395,-30,354.4,Oracle Park
2025,2395,-29,355.6,Oracle Park
2025,2395,-28,356.9,Oracle Park
2025,2395,-27,358.3,Oracle Park
2025,2395,-26,359.8,Oracle Park
2025,2395,-25,361.4,Oracle Park
2025,2395,-24,363.2,Oracle Park
2025,2395,-23,365.1,Oracle Park
2025,2395,-22,367.1,Oracle Park
2025,2395,-21,369.3,Oracle Park
2025,2395,-20,371.6,Oracle Park
2025,2395,-19,374,Oracle Park
2025,2395,-18,376.6,Oracle Park
2025,2395,-17,379.4,Oracle Park
2025,2395,-16,382.3,Oracle Park
2025,2395,-15,385.3,Oracle Park
2025,2395,-14,388.6,Oracle Park
2025,2395,-13,392,Oracle Park
2025,2395,-12,395.5,Oracle Park
2025,2395,-11,398.2,Oracle Park
2025,2395,-10,397,Oracle Park
2025,2395,-9,395.8,Oracle Park
2025,2395,-8,394.8,Oracle Park
2025,2395,-7,393.9,Oracle Park
2025,2395,-6,393.1,Oracle Park
2025,2395,-5,392.5,Oracle Park
2025,2395,-4,391.9,Oracle Park
2025,2395,-3,391.5,Oracle Park
2025,2395,-2,391.2,Oracle Park
2025,2395,-1,391.1,Oracle Park
2025,2395,0,391,Oracle Park
2025,2395,1,391.1,Oracle Park
2025,2395,2,391.2,Oracle Park
2025,2395,3,391.6,Oracle Park
2025,2395,4,392,Oracle Park
2025,2395,5,392.5,Oracle Park
2025,2395,6,393.2,Oracle Park
2025,2395,7,394,Oracle Park
2025,2395,8,394.9,Oracle Park
2025,2395,9,395.9,Oracle Park
2025,2395,10,397.1,Oracle Park
2025,2395,11,398.4,Oracle Park
2025,2395,12,399.8,Oracle Park
2025,2395,13,401.4,Oracle Park
2025,2395,14,403,Oracle Park
2025,2395,15,404.9,Oracle Park
2025,2395,16,406.8,Oracle Park
2025,2395,17,409,Oracle Park
2025,2395,18,411.2,Oracle Park
2025,2395,19,413.5,Oracle Park
2025,2395,20,409.5,Oracle Park
2025,2395,21,401.7,Oracle Park
2025,2395,22,394,Oracle Park
2025,2395,23,386.8,Oracle Park
2025,2395,24,379.9,Oracle Park
2025,2395,25,373.3,Oracle Park
2025,2395,26,367.4,Oracle Park
2025,2395,27,363,Oracle Park
2025,2395,28,363.2,Oracle Park
2025,2395,29,363.5,Oracle Park
2025,2395,30,358.2,Oracle Park
2025,2395,31,353.2,Oracle Park
2025,2395,32,348.4,Oracle Park
2025,2395,33,343.9,Oracle Park
2025,2395,34,339.6,Oracle Park
2025,2395,35,335.5,Oracle Park
2025,2395,36,331.6,Oracle Park
2025,2395,37,327.8,Oracle Park
2025,2395,38,324.3,Oracle Park
2025,2395,39,320.9,Oracle Park
2025,2395,40,317.7,Oracle Park
2025,2395,41,314.7,Oracle Park
2025,2395,42,311.8,Oracle Park
2025,2395,43,309,Oracle Park
2025,2395,44,306.4,Oracle Park
2025,2395,45,304,Oracle Park
2025,2602,-45,328.3,Great American Ball Park
2025,2602,-44,332.1,Great American Ball Park
2025,2602,-43,336.1,Great American Ball Park
2025,2602,-42,338,Great American Ball Park
2025,2602,-41,338.3,Great American Ball Park
2025,2602,-40,338.7,Great American Ball Park
2025,2602,-39,339.2,Great American Ball Park
2025,2602,-38,339.8,Great American Ball Park
2025,2602,-37,340.5,Great American Ball Park
2025,2602,-36,341.3,Great American Ball Park
2025,2602,-35,342.2,Great American Ball Park
2025,2602,-34,343.2,Great American Ball Park
2025,2602,-33,344.4,Great American Ball Park
2025,2602,-32,345.6,Great American Ball Park
2025,2602,-31,347,Great American Ball Park
2025,2602,-30,348.5,Great American Ball Park
2025,2602,-29,350.1,Great American Ball Park
2025,2602,-28,351.8,Great American Ball Park
2025,2602,-27,353.7,Great American Ball Park
2025,2602,-26,355.7,Great American Ball Park
2025,2602,-25,357.8,Great American Ball Park
2025,2602,-24,360,Great American Ball Park
2025,2602,-23,362.4,Great American Ball Park
2025,2602,-22,365,Great American Ball Park
2025,2602,-21,367.6,Great American Ball Park
2025,2602,-20,370.5,Great American Ball Park
2025,2602,-19,373.5,Great American Ball Park
2025,2602,-18,376.6,Great American Ball Park
2025,2602,-17,380,Great American Ball Park
2025,2602,-16,383.5,Great American Ball Park
2025,2602,-15,386.9,Great American Ball Park
2025,2602,-14,387.4,Great American Ball Park
2025,2602,-13,387.8,Great American Ball Park
2025,2602,-12,388.3,Great American Ball Park
2025,2602,-11,388.9,Great American Ball Park
2025,2602,-10,389.7,Great American Ball Park
2025,2602,-9,390.5,Great American Ball Park
2025,2602,-8,391.5,Great American Ball Park
2025,2602,-7,392.6,Great American Ball Park
2025,2602,-6,393.9,Great American Ball Park
2025,2602,-5,395.2,Great American Ball Park
2025,2602,-4,396.7,Great American Ball Park
2025,2602,-3,398.4,Great American Ball Park
2025,2602,-2,400.1,Great American Ball Park
2025,2602,-1,402,Great American Ball Park
2025,2602,0,403.9,Great American Ball Park
2025,2602,1,402.4,Great American Ball Park
2025,2602,2,400.1,Great American Ball Park
2025,2602,3,397.8,Great American Ball Park
2025,2602,4,395.7,Great American Ball Park
2025,2602,5,393.7,Great American Ball Park
2025,2602,6,391.6,Great American Ball Park
2025,2602,7,389.7,Great American Ball Park
2025,2602,8,387.8,Great American Ball Park
2025,2602,9,385.7,Great American Ball Park
2025,2602,10,383.8,Great American Ball Park
2025,2602,11,382.1,Great American Ball Park
2025,2602,12,380.1,Great American Ball Park
2025,2602,13,378.2,Great American Ball Park
2025,2602,14,376.4,Great American Ball Park
2025,2602,15,374.5,Great American Ball Park
2025,2602,16,372.4,Great American Ball Park
2025,2602,17,370.5,Great American Ball Park
2025,2602,18,368.7,Great American Ball Park
2025,2602,19,366.9,Great American Ball Park
2025,2602,20,365.1,Great American Ball Park
2025,2602,21,363.2,Great American Ball Park
2025,2602,22,361.5,Great American Ball Park
2025,2602,23,359.7,Great American Ball Park
2025,2602,24,357.9,Great American Ball Park
2025,2602,25,356.2,Great American Ball Park
2025,2602,26,354.5,Great American Ball Park
2025,2602,27,352.7,Great American Ball Park
2025,2602,28,350.8,Great American Ball Park
2025,2602,29,349.1,Great American Ball Park
2025,2602,30,347.5,Great American Ball Park
2025,2602,31,346,Great American Ball Park
2025,2602,32,344.3,Great American Ball Park
2025,2602,33,342.5,Great American Ball Park
2025,2602,34,340.8,Great American Ball Park
2025,2602,35,339.2,Great American Ball Park
2025,2602,36,337.7,Great American Ball Park
2025,2602,37,336.4,Great American Ball Park
2025,2602,38,335.2,Great American Ball Park
2025,2602,39,334,Great American Ball Park
2025,2602,40,333,Great American Ball Park
2025,2602,41,332,Great American Ball Park
2025,2602,42,330.8,Great American Ball Park
2025,2602,43,328.5,Great American Ball Park
2025,2602,44,326.5,Great American Ball Park
2025,2602,45,324.9,Great American Ball Park
2025,2680,-45,334.6,Petco Park
2025,2680,-44,333.3,Petco Park
2025,2680,-43,334.3,Petco Park
2025,2680,-42,335.9,Petco Park
2025,2680,-41,337.6,Petco Park
2025,2680,-40,339.4,Petco Park
2025,2680,-39,340.6,Petco Park
2025,2680,-38,341.3,Petco Park
2025,2680,-37,342,Petco Park
2025,2680,-36,342.9,Petco Park
2025,2680,-35,343.9,Petco Park
2025,2680,-34,345,Petco Park
2025,2680,-33,346.2,Petco Park
2025,2680,-32,347.6,Petco Park
2025,2680,-31,349,Petco Park
2025,2680,-30,350.6,Petco Park
2025,2680,-29,352.3,Petco Park
2025,2680,-28,354.1,Petco Park
2025,2680,-27,356,Petco Park
2025,2680,-26,358.1,Petco Park
2025,2680,-25,360.3,Petco Park
2025,2680,-24,362.7,Petco Park
2025,2680,-23,365.2,Petco Park
2025,2680,-22,367.8,Petco Park
2025,2680,-21,370.6,Petco Park
2025,2680,-20,373.5,Petco Park
2025,2680,-19,376.7,Petco Park
2025,2680,-18,379.9,Petco Park
2025,2680,-17,383.4,Petco Park
2025,2680,-16,386.5,Petco Park
2025,2680,-15,388.3,Petco Park
2025,2680,-14,390.2,Petco Park
2025,2680,-13,392.2,Petco Park
2025,2680,-12,394.3,Petco Park
2025,2680,-11,396.5,Petco Park
2025,2680,-10,395.5,Petco Park
2025,2680,-9,394.4,Petco Park
2025,2680,-8,393.4,Petco Park
2025,2680,-7,392.5,Petco Park
2025,2680,-6,391.7,Petco Park
2025,2680,-5,391.1,Petco Park
2025,2680,-4,390.6,Petco Park
2025,2680,-3,393.8,Petco Park
2025,2680,-2,395.8,Petco Park
2025,2680,-1,395.6,Petco Park
2025,2680,0,395.6,Petco Park
2025,2680,1,395.6,Petco Park
2025,2680,2,395.8,Petco Park
2025,2680,3,396.1,Petco Park
2025,2680,4,396.6,Petco Park
2025,2680,5,397.1,Petco Park
2025,2680,6,397.8,Petco Park
2025,2680,7,398.6,Petco Park
2025,2680,8,398.7,Petco Park
2025,2680,9,398.4,Petco Park
2025,2680,10,398.3,Petco Park
2025,2680,11,398.2,Petco Park
2025,2680,12,398.3,Petco Park
2025,2680,13,398.2,Petco Park
2025,2680,14,396.6,Petco Park
2025,2680,15,394.5,Petco Park
2025,2680,16,392.6,Petco Park
2025,2680,17,390.7,Petco Park
2025,2680,18,388.4,Petco Park
2025,2680,19,385.1,Petco Park
2025,2680,20,381.9,Petco Park
2025,2680,21,378.9,Petco Park
2025,2680,22,376,Petco Park
2025,2680,23,373.3,Petco Park
2025,2680,24,370.8,Petco Park
2025,2680,25,368.4,Petco Park
2025,2680,26,366.1,Petco Park
2025,2680,27,364,Petco Park
2025,2680,28,362,Petco Park
2025,2680,29,360.1,Petco Park
2025,2680,30,358.4,Petco Park
2025,2680,31,356.8,Petco Park
2025,2680,32,355.3,Petco Park
2025,2680,33,353.9,Petco Park
2025,2680,34,352.7,Petco Park
2025,2680,35,351.6,Petco Park
2025,2680,36,350.5,Petco Park
2025,2680,37,349.6,Petco Park
2025,2680,38,348,Petco Park
2025,2680,39,343.6,Petco Park
2025,2680,40,336.4,Petco Park
2025,2680,41,329.6,Petco Park
2025,2680,42,323.2,Petco Park
2025,2680,43,322.5,Petco Park
2025,2680,44,322.3,Petco Park
2025,2680,45,321.7,Petco Park
2025,2681,-45,328,Citizens Bank Park
2025,2681,-44,333.6,Citizens Bank Park
2025,2681,-43,334.2,Citizens Bank Park
2025,2681,-42,334.5,Citizens Bank Park
2025,2681,-41,334.9,Citizens Bank Park
2025,2681,-40,335.3,Citizens Bank Park
2025,2681,-39,335.9,Citizens Bank Park
2025,2681,-38,336.5,Citizens Bank Park
2025,2681,-37,337.3,Citizens Bank Park
2025,2681,-36,338.2,Citizens Bank Park
2025,2681,-35,339.2,Citizens Bank Park
2025,2681,-34,340.3,Citizens Bank Park
2025,2681,-33,341.5,Citizens Bank Park
2025,2681,-32,342.8,Citizens Bank Park
2025,2681,-31,344.3,Citizens Bank Park
2025,2681,-30,345.8,Citizens Bank Park
2025,2681,-29,347.5,Citizens Bank Park
2025,2681,-28,349.3,Citizens Bank Park
2025,2681,-27,351.2,Citizens Bank Park
2025,2681,-26,353.3,Citizens Bank Park
2025,2681,-25,355.5,Citizens Bank Park
2025,2681,-24,357.8,Citizens Bank Park
2025,2681,-23,360.3,Citizens Bank Park
2025,2681,-22,362.9,Citizens Bank Park
2025,2681,-21,365.7,Citizens Bank Park
2025,2681,-20,368.6,Citizens Bank Park
2025,2681,-19,371.7,Citizens Bank Park
2025,2681,-18,374.9,Citizens Bank Park
2025,2681,-17,378.3,Citizens Bank Park
2025,2681,-16,381.9,Citizens Bank Park
2025,2681,-15,385.5,Citizens Bank Park
2025,2681,-14,385.7,Citizens Bank Park
2025,2681,-13,384.2,Citizens Bank Park
2025,2681,-12,382.8,Citizens Bank Park
2025,2681,-11,381.5,Citizens Bank Park
2025,2681,-10,386,Citizens Bank Park
2025,2681,-9,390.9,Citizens Bank Park
2025,2681,-8,395.9,Citizens Bank Park
2025,2681,-7,401.3,Citizens Bank Park
2025,2681,-6,406.8,Citizens Bank Park
2025,2681,-5,407.6,Citizens Bank Park
2025,2681,-4,406.2,Citizens Bank Park
2025,2681,-3,404.8,Citizens Bank Park
2025,2681,-2,403.5,Citizens Bank Park
2025,2681,-1,402.3,Citizens Bank Park
2025,2681,0,401.3,Citizens Bank Park
2025,2681,1,400.4,Citizens Bank Park
2025,2681,2,399.6,Citizens Bank Park
2025,2681,3,399,Citizens Bank Park
2025,2681,4,398.4,Citizens Bank Park
2025,2681,5,398,Citizens Bank Park
2025,2681,6,397.8,Citizens Bank Park
2025,2681,7,397.6,Citizens Bank Park
2025,2681,8,397.6,Citizens Bank Park
2025,2681,9,397.6,Citizens Bank Park
2025,2681,10,397.8,Citizens Bank Park
2025,2681,11,397.1,Citizens Bank Park
2025,2681,12,392.7,Citizens Bank Park
2025,2681,13,388.3,Citizens Bank Park
2025,2681,14,384.2,Citizens Bank Park
2025,2681,15,380.3,Citizens Bank Park
2025,2681,16,376.5,Citizens Bank Park
2025,2681,17,373,Citizens Bank Park
2025,2681,18,369.6,Citizens Bank Park
2025,2681,19,366.4,Citizens Bank Park
2025,2681,20,363.4,Citizens Bank Park
2025,2681,21,360.5,Citizens Bank Park
2025,2681,22,357.8,Citizens Bank Park
2025,2681,23,355.2,Citizens Bank Park
2025,2681,24,352.8,Citizens Bank Park
2025,2681,25,350.5,Citizens Bank Park
2025,2681,26,348.3,Citizens Bank Park
2025,2681,27,346.3,Citizens Bank Park
2025,2681,28,344.4,Citizens Bank Park
2025,2681,29,342.6,Citizens Bank Park
2025,2681,30,341,Citizens Bank Park
2025,2681,31,339.4,Citizens Bank Park
2025,2681,32,338,Citizens Bank Park
2025,2681,33,336.7,Citizens Bank Park
2025,2681,34,335.5,Citizens Bank Park
2025,2681,35,334.5,Citizens Bank Park
2025,2681,36,333.5,Citizens Bank Park
2025,2681,37,332.6,Citizens Bank Park
2025,2681,38,331.9,Citizens Bank Park
2025,2681,39,331.2,Citizens Bank Park
2025,2681,40,330.6,Citizens Bank Park
2025,2681,41,330.2,Citizens Bank Park
2025,2681,42,329.8,Citizens Bank Park
2025,2681,43,329.6,Citizens Bank Park
2025,2681,44,329.4,Citizens Bank Park
2025,2681,45,329.4,Citizens Bank Park
2025,2889,-45,335.5,Busch Stadium
2025,2889,-44,345.1,Busch Stadium
2025,2889,-43,351.3,Busch Stadium
2025,2889,-42,351.7,Busch Stadium
2025,2889,-41,352.1,Busch Stadium
2025,2889,-40,352.5,Busch Stadium
2025,2889,-39,353.1,Busch Stadium
2025,2889,-38,353.9,Busch Stadium
2025,2889,-37,354.7,Busch Stadium
2025,2889,-36,355.6,Busch Stadium
2025,2889,-35,356.6,Busch Stadium
2025,2889,-34,357.8,Busch Stadium
2025,2889,-33,359.1,Busch Stadium
2025,2889,-32,360.5,Busch Stadium
2025,2889,-31,362,Busch Stadium
2025,2889,-30,363.6,Busch Stadium
2025,2889,-29,365.4,Busch Stadium
2025,2889,-28,367.3,Busch Stadium
2025,2889,-27,369.3,Busch Stadium
2025,2889,-26,371.5,Busch Stadium
2025,2889,-25,373.8,Busch Stadium
2025,2889,-24,376.3,Busch Stadium
2025,2889,-23,378.9,Busch Stadium
2025,2889,-22,381.6,Busch Stadium
2025,2889,-21,384.5,Busch Stadium
2025,2889,-20,387.6,Busch Stadium
2025,2889,-19,390.4,Busch Stadium
2025,2889,-18,390.7,Busch Stadium
2025,2889,-17,390.8,Busch Stadium
2025,2889,-16,391,Busch Stadium
2025,2889,-15,391.3,Busch Stadium
2025,2889,-14,391.7,Busch Stadium
2025,2889,-13,392.2,Busch Stadium
2025,2889,-12,392.9,Busch Stadium
2025,2889,-11,393.6,Busch Stadium
2025,2889,-10,394.5,Busch Stadium
2025,2889,-9,395.5,Busch Stadium
2025,2889,-8,396.7,Busch Stadium
2025,2889,-7,398,Busch Stadium
2025,2889,-6,399.4,Busch Stadium
2025,2889,-5,400.8,Busch Stadium
2025,2889,-4,400.6,Busch Stadium
2025,2889,-3,400.2,Busch Stadium
2025,2889,-2,399.9,Busch Stadium
2025,2889,-1,399.7,Busch Stadium
2025,2889,0,399.6,Busch Stadium
2025,2889,1,399.6,Busch Stadium
2025,2889,2,399.9,Busch Stadium
2025,2889,3,400.2,Busch Stadium
2025,2889,4,400.6,Busch Stadium
2025,2889,5,401,Busch Stadium
2025,2889,6,399.5,Busch Stadium
2025,2889,7,398.1,Busch Stadium
2025,2889,8,396.8,Busch Stadium
2025,2889,9,395.7,Busch Stadium
2025,2889,10,394.7,Busch Stadium
2025,2889,11,393.8,Busch Stadium
2025,2889,12,393,Busch Stadium
2025,2889,13,392.3,Busch Stadium
2025,2889,14,391.8,Busch Stadium
2025,2889,15,391.4,Busch Stadium
2025,2889,16,391.1,Busch Stadium
2025,2889,17,390.9,Busch Stadium
2025,2889,18,390.8,Busch Stadium
2025,2889,19,390.5,Busch Stadium
2025,2889,20,388,Busch Stadium
2025,2889,21,384.9,Busch Stadium
2025,2889,22,382,Busch Stadium
2025,2889,23,379.3,Busch Stadium
2025,2889,24,376.7,Busch Stadium
2025,2889,25,374.2,Busch Stadium
2025,2889,26,371.9,Busch Stadium
2025,2889,27,369.7,Busch Stadium
2025,2889,28,367.7,Busch Stadium
2025,2889,29,365.8,Busch Stadium
2025,2889,30,364,Busch Stadium
2025,2889,31,362.4,Busch Stadium
2025,2889,32,360.9,Busch Stadium
2025,2889,33,359.5,Busch Stadium
2025,2889,34,358.2,Busch Stadium
2025,2889,35,357,Busch Stadium
2025,2889,36,356,Busch Stadium
2025,2889,37,355.1,Busch Stadium
2025,2889,38,354.3,Busch Stadium
2025,2889,39,353.6,Busch Stadium
2025,2889,40,353,Busch Stadium
2025,2889,41,352.4,Busch Stadium
2025,2889,42,349.7,Busch Stadium
2025,2889,43,344.7,Busch Stadium
2025,2889,44,340,Busch Stadium
2025,2889,45,335.3,Busch Stadium
2025,3289,-45,334.8,Citi Field
2025,3289,-44,336.8,Citi Field
2025,3289,-43,338.9,Citi Field
2025,3289,-42,341.1,Citi Field
